Duration,Team_Size,Budget,Past_Delays,Tech_Complexity,Risk_Level
21,10,47198,9,1,Medium
41,17,288466,2,4,Medium
43,5,48740,1,1,Low
56,17,295954,8,2,Medium
33,15,288308,0,5,Medium
56,11,129855,6,5,High
40,4,240192,3,5,Medium
42,26,151701,1,3,Medium
43,10,140771,1,3,Medium
54,22,36163,7,4,High
41,19,46065,6,4,High
56,15,271262,6,3,High
39,3,278924,4,5,Medium
11,4,209420,9,3,Medium
31,17,50229,7,1,High
32,14,280470,1,5,Medium
26,16,188069,1,3,Low
18,27,51101,4,4,High
11,4,70391,0,3,Low
41,20,236935,5,2,Medium
26,24,102723,3,3,Medium
9,9,256293,5,5,Medium
59,25,220477,6,3,High
6,27,196020,2,4,Medium
31,8,227190,7,1,Medium
25,16,209354,6,2,Low
58,10,121725,0,5,High
42,29,242139,5,4,High
19,24,115779,6,2,Medium
25,4,33060,3,3,Medium
14,19,155806,1,2,Low
27,7,145871,9,1,Medium
43,16,50719,8,2,High
9,27,79116,6,2,High
5,26,56325,0,3,Medium
17,22,44551,7,3,High
25,23,45141,2,5,High
30,23,152058,3,3,Medium
54,24,223823,4,2,Medium
49,5,142684,0,1,Medium
25,7,80391,5,3,Medium
57,18,150288,9,5,High
22,20,236132,5,5,Medium
41,28,143535,1,2,Low
49,19,172770,9,3,High
36,13,269947,5,3,Medium
40,19,116711,7,5,High
21,18,294509,5,3,Medium
39,28,258625,3,2,Low
53,25,73372,3,1,High
15,4,74134,8,2,Medium
25,6,101158,5,3,Medium
56,23,267159,7,2,Medium
59,9,163021,7,4,High
57,4,79396,6,4,High
30,8,61912,2,3,Medium
8,19,86947,9,3,Medium
38,9,74387,0,1,Low
56,27,139249,4,2,Medium
52,7,31919,9,1,High
22,7,170689,9,3,Medium
44,22,63298,1,3,High
39,18,267225,9,5,High
45,21,263725,1,1,Low
33,11,139599,6,3,High
56,7,113721,2,4,High
33,10,41920,7,5,High
42,11,37432,8,2,Medium
46,7,140507,7,5,High
25,12,254647,5,2,Low
46,27,194982,4,4,High
17,4,151764,2,2,Low
53,11,191298,2,1,Medium
45,13,234222,6,2,Medium
21,6,142557,4,2,Low
13,24,48013,5,5,High
45,24,51446,5,4,High
5,24,231447,8,2,Low
6,4,132261,0,1,Low
52,25,292701,7,5,High
33,8,198461,9,4,High
37,29,208772,4,4,Medium
14,16,160878,5,3,Medium
54,3,129143,5,1,High
44,20,54578,0,5,High
25,9,104779,2,5,Medium
32,3,170668,5,1,Medium
15,3,102534,8,4,High
59,3,227118,5,2,Medium
38,26,95355,5,1,Medium
12,6,42974,0,5,Medium
26,6,227745,8,1,Low
12,20,281366,3,4,Medium
53,29,104442,1,3,Medium
19,13,182890,0,3,Low
21,29,85598,2,2,Low
27,3,163726,2,2,Low
28,12,63758,4,4,Medium
49,11,157309,0,2,Medium
23,25,196000,6,3,Medium
9,6,214681,0,4,Low
36,8,60552,3,4,High
48,18,177278,5,4,High
5,4,64831,0,1,Low
27,25,73563,6,2,High
41,20,48361,9,5,High
12,12,104469,6,3,Medium
17,26,55816,2,2,Medium
12,26,287422,3,3,Low
27,19,176691,5,2,Medium
47,15,264295,6,5,High
5,26,122479,3,3,Medium
49,20,56819,9,5,High
55,24,38798,8,3,High
28,15,186215,8,1,Medium
39,19,273942,8,1,Medium
28,7,260259,9,3,Medium
21,13,159544,5,3,Medium
9,9,182254,1,5,Medium
24,12,283800,1,4,Low
25,19,39415,3,3,High
44,17,117638,8,2,Medium
35,20,48452,2,2,High
50,25,225457,5,2,Medium
40,24,140205,1,1,Low
15,21,48170,0,5,High
56,28,46259,4,1,High
19,4,170721,7,2,Medium
23,28,159394,9,3,Medium
11,6,202109,9,2,Low
55,5,284599,1,3,Medium
32,9,73147,9,5,High
55,26,104280,8,4,High
47,20,207125,7,3,High
9,12,127841,2,1,Low
9,9,154726,0,2,Low
34,10,106215,3,2,Medium
58,8,142909,7,2,High
36,24,34861,2,3,High
12,28,291968,9,5,Medium
14,3,213000,1,3,Low
42,6,279072,6,1,Medium
51,16,254402,3,2,Medium
36,19,72923,5,3,High
52,22,216968,4,2,Medium
32,20,195912,1,1,Low
21,13,203327,9,4,Medium
35,23,158165,1,4,Medium
12,28,260314,8,4,Medium
44,16,174013,9,2,Medium
29,11,31669,1,3,Low
13,29,246854,7,2,Low
6,17,85786,7,5,High
19,14,212155,0,3,Low
54,12,50323,0,1,Medium
7,21,260502,3,4,Medium
53,26,287249,1,3,Medium
40,21,36021,0,3,High
8,8,143415,8,4,High
18,22,37904,2,1,Medium
45,26,94033,0,2,Low
45,29,261659,1,2,Low
29,8,150035,7,3,Medium
59,10,250859,4,4,High
54,3,216168,6,5,High
14,24,251666,5,1,Low
25,19,261853,0,2,Low
40,19,295237,5,1,Medium
16,26,223708,6,1,Low
31,17,219878,3,1,Low
44,9,170466,7,4,High
6,21,154501,7,4,High
58,24,290228,6,4,High
17,27,122510,1,3,Low
57,25,123708,5,4,High
36,5,127819,5,3,High
35,24,265603,6,2,Medium
20,13,66303,5,2,Medium
36,22,57453,1,2,Medium
36,21,229521,7,2,Medium
38,11,186837,3,2,Medium
15,12,252787,8,4,Medium
14,4,68057,7,5,High
19,3,219060,2,4,Medium
21,18,124655,2,5,Medium
44,20,299289,7,4,High
22,25,131206,1,2,Low
59,28,216869,8,1,Medium
13,19,103230,3,5,Medium
29,8,185002,5,1,Medium
44,16,138138,2,2,Medium
18,25,237097,2,5,Medium
29,27,242376,2,1,Low
54,17,92040,9,4,High
26,16,138668,1,2,Low
56,26,228768,7,4,High
34,24,86815,8,4,High
24,5,246741,7,2,Low
25,26,142789,9,5,High
48,25,249478,2,3,Medium
36,21,197644,6,3,High
55,27,215102,9,2,Medium
50,14,274533,1,3,Medium
53,4,267469,3,1,Medium
25,5,263308,5,5,Medium
39,20,190275,4,4,High
36,3,107088,8,4,High
34,22,35608,9,2,High
59,23,75667,3,4,High
43,8,85547,4,1,Medium
53,7,264907,3,1,Medium
16,3,87560,7,2,Medium
45,21,244601,7,4,High
51,3,189487,2,3,High
22,29,214286,0,3,Low
25,23,151266,5,5,High
17,23,33679,1,2,Medium
25,18,70308,1,5,High
12,14,236096,2,3,Low
50,29,200914,7,3,High
44,24,35695,2,3,High
50,10,256812,6,5,High
11,28,88499,9,2,Medium
27,18,53382,9,1,High
48,3,223295,8,1,Medium
36,6,163438,7,3,High
15,12,188539,0,2,Low
26,13,36764,6,2,Medium
26,19,251968,6,4,Medium
47,27,143831,7,4,High
29,29,91836,9,5,High
26,25,285033,4,4,Medium
32,9,46292,9,5,High
33,14,273772,8,1,Medium
17,23,48800,8,3,High
22,9,86440,7,2,Medium
6,14,157521,5,1,Medium
33,17,151327,5,1,Medium
25,4,79648,0,5,Medium
19,16,286160,5,3,Medium
56,15,199573,3,5,High
31,6,87207,3,1,Medium
54,16,92157,1,2,Medium
35,16,164288,3,4,High
19,18,183144,4,5,Medium
55,9,123778,4,1,Medium
27,21,160016,4,4,Medium
28,4,154288,3,4,Medium
48,12,198204,0,1,Medium
17,20,140573,9,3,Medium
26,19,150730,7,1,Medium
47,7,94186,2,2,Medium
41,14,297104,1,4,Medium
37,8,48781,8,2,Medium
7,24,267677,6,5,Medium
58,11,287506,8,4,High
23,22,61126,1,3,Medium
27,3,268217,8,1,Low
33,24,59782,9,5,High
34,17,178051,8,2,Medium
43,23,291161,8,5,High
48,28,96266,9,3,High
51,8,30056,9,1,High
29,21,162773,3,5,Medium
41,20,217453,9,2,Medium
51,8,211510,2,5,High
12,15,110636,5,1,Medium
46,3,96483,2,5,High
20,25,50505,8,2,High
12,25,63525,2,1,Medium
5,28,241474,1,3,Low
48,15,126008,7,3,High
9,9,74348,5,4,High
7,17,232259,7,5,Medium
5,14,299417,6,2,Low
8,29,236641,2,5,Medium
44,28,164607,7,1,Medium
39,3,244096,9,4,High
36,17,137157,0,2,Low
46,6,30908,0,5,High
38,15,282299,9,2,Medium
47,25,231225,7,1,Medium
29,29,138352,8,4,High
14,27,125967,9,2,Medium
25,7,65079,5,1,Medium
50,4,242628,4,3,Medium
43,25,141889,1,2,Low
31,28,292063,8,4,High
31,3,76105,5,2,Medium
6,18,162957,7,2,Medium
45,25,31049,8,1,High
52,8,83281,8,5,High
17,25,96697,7,5,High
13,18,66534,9,2,High
56,16,123034,7,4,High
40,28,88097,2,4,High
26,5,214885,2,1,Low
46,17,57278,1,2,High
30,5,169344,0,2,Low
58,25,103277,3,5,High
16,4,34694,1,1,Low
21,3,88150,1,3,Low
18,11,97470,4,4,Medium
18,11,51556,3,4,Medium
38,25,225543,0,2,Low
57,9,79086,8,1,High
24,5,179979,3,3,Medium
15,28,278399,4,4,Medium
20,20,209559,6,1,Low
55,13,129468,1,3,Medium
35,9,98602,7,2,Medium
59,11,32460,1,5,High
10,3,102356,9,4,High
23,16,289925,4,4,Medium
41,22,46191,1,3,High
8,8,114631,1,5,Medium
51,9,275702,3,1,Medium
8,12,62175,3,2,Low
24,9,187048,7,1,Medium
14,28,224188,5,3,Medium
28,4,92821,9,4,High
58,6,42204,7,4,High
39,23,299538,6,1,Medium
30,19,276464,9,2,Low
41,3,63593,3,3,Medium
42,12,238260,1,2,Low
25,21,145064,8,3,Medium
58,17,83365,1,2,Medium
44,12,270644,0,1,Low
43,21,250511,7,5,High
25,14,236971,9,3,Medium
14,26,133700,8,1,Medium
42,18,98247,0,4,Medium
50,11,212631,6,4,High
8,17,186270,1,2,Low
49,29,183560,5,4,High
24,19,199587,4,5,Medium
21,16,211142,0,3,Low
59,29,92613,1,2,Medium
11,20,126707,1,3,Low
8,28,77003,9,3,High
33,4,78478,9,1,Medium
18,6,89030,5,4,High
7,20,214133,0,3,Low
28,9,175921,3,5,Medium
41,15,276160,9,5,High
20,17,297589,4,4,Medium
59,27,179112,1,4,High
56,25,292390,1,2,Low
8,24,61153,6,2,High
28,28,297356,6,2,Low
38,3,164411,5,4,High
34,13,86238,0,3,Medium
22,12,82055,2,1,Low
23,27,134509,8,2,Medium
35,7,165467,9,1,Medium
23,18,157378,0,5,Medium
53,13,117687,1,4,High
50,23,132652,7,5,High
23,8,85773,6,2,Medium
26,11,232668,8,3,Medium
28,15,57584,9,2,Medium
49,26,274901,3,1,Medium
16,10,295482,3,2,Low
34,16,92601,6,3,High
42,26,166559,0,3,Medium
57,3,66282,9,4,High
35,19,256137,8,4,High
40,26,125798,1,3,Medium
23,7,160963,0,3,Low
52,27,189876,6,1,High
49,4,170987,5,2,High
40,27,235229,2,4,Medium
34,26,40547,0,1,Medium
59,11,294603,4,2,Medium
53,6,93146,9,4,High
59,19,137761,3,1,Medium
37,19,112970,4,5,High
22,23,221889,0,5,Low
56,20,199319,0,4,High
53,18,45419,4,1,High
32,10,65577,5,2,Medium
51,28,32921,4,2,High
15,13,174535,1,1,Low
58,23,186546,8,5,High
49,23,155534,4,1,Medium
37,20,286872,4,5,Medium
21,25,102828,9,5,High
10,26,153649,8,2,Medium
8,12,85152,2,4,Medium
24,15,250073,4,3,Low
52,19,253393,4,1,Medium
51,20,116569,1,5,High
31,12,186844,3,1,Medium
19,18,189562,1,4,Medium
10,22,152537,4,4,Medium
51,7,83806,9,3,High
18,15,105992,1,3,Low
15,20,288852,9,5,Medium
43,19,203217,8,3,Medium
13,11,224760,9,5,Medium
30,16,50754,5,2,High
20,19,99837,7,5,High
9,6,168279,8,3,Medium
56,20,248811,7,1,Medium
14,29,144780,4,3,Medium
54,22,117081,4,4,High
7,26,142099,5,3,Medium
17,26,181174,0,2,Low
47,17,294068,7,5,High
53,13,115015,1,4,High
34,14,134987,5,5,High
58,11,84333,8,5,High
49,15,245530,2,3,Medium
10,17,207171,1,1,Low
21,29,218418,9,4,Medium
49,17,156372,4,2,Medium
55,7,236553,8,2,Medium
57,25,99767,5,1,High
23,21,134332,7,1,Medium
46,28,173279,7,3,High
39,22,36336,6,2,High
50,28,236238,4,4,High
30,27,260517,1,1,Low
55,28,210889,9,1,Medium
9,28,75704,9,1,High
33,16,256884,4,4,Medium
41,19,197848,6,2,Medium
24,20,249182,6,4,Medium
53,23,108563,1,4,High
25,5,165102,6,3,Medium
14,4,119779,5,1,Medium
9,3,194361,6,2,Medium
40,12,129704,7,3,High
10,21,291757,3,3,Low
30,19,140234,0,5,Medium
8,14,66491,7,1,Medium
43,3,256621,7,2,Medium
43,14,50448,2,2,Medium
54,19,79294,2,2,High
39,26,246461,4,1,Low
5,5,115615,2,2,Low
28,13,47101,4,4,Medium
40,19,180004,7,4,High
10,25,120481,0,1,Low
45,28,82802,1,2,Low
58,5,299693,1,5,Medium
50,10,240005,3,5,High
48,22,186434,8,5,High
35,6,77842,1,4,Medium
24,23,76539,8,5,High
28,24,63717,6,2,High
29,9,276281,9,2,Low
40,16,216272,7,5,High
25,16,145042,0,3,Low
34,6,157922,4,5,High
28,18,122447,8,3,Medium
48,26,188693,3,1,Medium
46,24,42823,1,1,High
34,3,59986,5,2,Medium
26,19,151682,1,4,Medium
32,27,94325,2,2,Medium
11,12,280476,7,2,Low
39,24,87771,2,4,High
59,18,84973,1,2,Medium
32,18,175762,5,4,High
18,28,87888,2,2,Low
14,10,40956,0,1,Low
20,9,116839,2,3,Medium
20,8,197605,5,2,Medium
58,18,131131,2,3,High
35,22,217973,8,5,High
46,18,41519,6,2,High
29,9,192187,4,1,Low
17,11,31832,1,4,Medium
10,16,143922,8,1,Medium
48,13,135474,4,3,High
13,28,99715,6,4,High
49,28,103366,8,1,High
40,16,67570,3,1,High
47,9,167687,8,1,High
24,3,68311,0,4,Medium
22,28,133187,5,1,Medium
47,27,116879,1,1,Medium
25,15,45739,7,3,Medium
8,22,96202,4,1,Low
54,5,128580,2,1,Medium
37,22,254491,1,5,Medium
31,6,109599,7,4,High
11,28,194721,6,5,High
10,13,261436,8,3,Medium
19,4,146770,7,5,High
22,16,209693,3,2,Low
36,14,291051,1,4,Medium
15,19,144300,1,1,Low
24,14,221012,1,5,Low
28,28,201796,5,5,Medium
19,14,192776,6,1,Medium
52,3,271942,5,1,Medium
11,15,32526,1,3,Low
25,16,298718,3,5,Medium
46,26,66051,2,5,High
30,4,45909,3,2,Low
48,14,107338,4,2,Medium
18,28,212643,6,5,Medium
41,23,109062,8,2,Medium
25,18,211980,1,5,Low
22,6,81458,7,4,High
9,10,252159,2,3,Low
7,4,261946,8,2,Low
27,12,183263,9,5,High
30,11,194164,3,2,Low
41,25,119407,2,3,Medium
28,17,236329,9,4,Medium
53,15,92513,5,1,High
23,25,175476,9,1,Medium
55,19,65198,8,2,High
29,18,255295,6,5,Medium
25,4,294323,3,3,Low
16,22,32019,2,4,High
45,22,111455,9,4,High
37,29,246311,3,4,Medium
54,16,179776,2,1,Medium
57,5,179102,2,3,High
8,25,33420,8,1,High
46,14,208725,3,2,Medium
11,10,46740,8,4,High
26,4,135789,9,3,Medium
59,6,49465,4,4,High
37,16,34131,6,1,High
21,18,40652,4,1,Medium
28,21,248115,0,1,Low
38,4,275289,1,4,Medium
32,14,119342,4,3,Medium
47,16,247201,5,3,High
45,8,289820,6,2,Medium
43,15,216764,1,4,Medium
26,6,88541,9,2,Medium
53,24,39470,8,2,High
21,20,222416,5,2,Low
38,14,74308,1,2,Low
10,22,165669,1,1,Low
50,29,132840,2,2,Medium
10,24,191860,0,3,Low
38,23,79477,8,2,High
5,21,138261,9,1,Medium
14,10,132466,3,5,Medium
25,9,100560,4,5,Medium
9,18,285392,6,5,Medium
6,21,291278,0,4,Low
26,8,196471,2,3,Medium
52,22,274413,2,1,Medium
6,29,218511,1,5,Low
14,23,32369,7,1,High
38,13,258629,4,1,Low
20,7,292672,0,4,Low
52,18,138806,1,5,High
55,9,191386,0,2,Medium
43,29,132979,5,1,Medium
26,7,65109,8,5,High
16,13,43919,6,1,Medium
28,17,241864,4,4,Medium
51,5,100441,2,4,High
44,28,96896,7,2,Medium
42,7,133431,9,4,High
14,25,77020,3,5,High
39,23,235338,8,4,High
55,7,57738,4,2,Medium
53,11,164997,5,3,High
36,17,87153,4,1,Medium
11,5,244020,9,1,Low
25,8,91009,6,5,High
24,19,202624,6,2,Low
30,28,101942,0,2,Low
8,23,148065,1,2,Low
50,10,187998,6,1,High
56,23,189855,7,4,High
26,27,113360,3,1,Low
19,13,197466,5,1,Medium
44,8,225868,9,1,Medium
25,10,112104,2,4,Medium
19,12,191508,6,3,Medium
26,26,251404,2,5,Medium
56,5,295332,6,3,High
32,25,121205,7,3,High
18,16,262321,2,1,Low
31,25,167837,1,3,Medium
45,16,249779,5,1,Medium
44,12,171879,3,1,Medium
32,14,40204,7,5,High
30,8,253674,1,2,Low
53,14,219016,3,1,Medium
6,25,132903,1,3,Low
29,16,286687,1,5,Low
7,4,64986,1,3,Low
12,11,80304,0,2,Low
48,12,69986,3,4,High
37,28,121594,1,2,Low
46,19,96151,8,5,High
56,19,203620,8,2,Medium
39,5,171753,6,2,Medium
10,21,168056,5,5,High
43,3,188651,2,5,High
56,14,264347,6,3,High
27,9,216005,0,1,Low
29,6,192553,8,4,High
54,12,30944,3,4,High
47,15,123993,5,4,High
23,4,244738,5,2,Low
9,12,238920,2,5,Medium
55,23,286805,3,5,High
15,24,134087,9,5,High
16,27,299051,2,1,Low
14,6,285035,5,5,Medium
12,20,189186,0,5,Medium
28,7,196797,7,2,Medium
32,21,132063,7,3,High
45,4,54102,8,4,High
40,14,34263,5,2,Medium
41,19,97438,0,2,Low
25,12,126359,2,2,Low
12,4,160251,0,4,Medium
59,8,201915,4,2,Medium
13,10,57690,2,3,Medium
51,21,32994,1,5,High
19,13,133533,2,3,Medium
52,27,97546,8,5,High
50,14,56467,7,5,High
44,11,276590,2,2,Low
22,4,161120,1,2,Low
46,10,198050,4,4,High
24,28,103414,0,1,Low
10,13,210294,3,3,Low
16,23,78115,7,4,High
6,6,70647,0,4,Medium
11,12,84607,4,3,Medium
20,23,51996,3,3,High
7,22,113697,5,5,High
49,18,97764,6,1,High
7,10,269190,8,2,Low
31,6,38888,0,1,Low
54,12,249738,9,1,Medium
47,14,251432,3,2,Medium
44,16,66355,5,1,High
42,18,260487,9,4,High
37,24,159686,6,4,High
32,20,192217,6,2,Medium
5,23,279602,7,2,Low
59,24,279434,9,3,High
12,23,210926,7,3,Medium
41,14,97664,7,1,Medium
36,20,116153,7,1,Medium
52,9,123616,7,2,High
47,22,286349,5,1,Medium
41,26,76996,8,5,High
8,25,158344,2,4,Medium
34,9,259685,5,1,Medium
10,11,158019,4,1,Low
50,3,165024,7,3,High
58,28,213273,3,5,High
23,8,150454,3,1,Low
36,8,154444,9,4,High
13,24,183868,9,1,Medium
16,14,192818,4,2,Low
15,24,30015,5,5,High
50,14,187029,3,1,Medium
59,12,111541,1,5,High
20,25,51292,1,1,Medium
5,28,192948,2,4,Medium
49,8,221799,1,4,Medium
59,19,77046,0,5,High
57,21,44817,7,3,High
25,20,39759,4,3,High
34,8,209504,9,2,Medium
17,26,298556,0,3,Low
38,21,51050,8,5,High
8,12,130153,7,3,Medium
32,26,261329,3,2,Low
42,10,87732,7,1,Medium
35,23,81921,9,3,High
59,26,147734,6,5,High
31,8,167912,6,5,High
9,23,61440,0,2,Medium
29,27,65183,5,2,High
7,9,163461,3,4,Medium
37,26,144515,9,4,High
8,3,250533,9,4,Medium
29,29,145503,9,1,Medium
24,20,69023,1,5,High
38,26,211101,9,4,High
30,27,248031,6,5,Medium
9,22,106054,8,2,Medium
39,14,91742,4,1,Medium
32,18,75215,7,2,High
33,12,189245,4,5,High
13,29,271443,6,4,Medium
56,12,133591,6,2,High
42,16,279045,8,3,Medium
54,27,76229,2,1,High
10,22,92583,0,5,Medium
23,12,285931,1,4,Low
48,12,189996,5,2,High
15,28,156011,9,1,Medium
6,27,270660,9,4,Medium
51,13,295808,8,2,Medium
48,25,189262,2,5,High
48,4,227105,9,3,High
13,27,234249,1,3,Low
25,22,158404,0,5,Medium
28,10,231664,1,1,Low
38,25,47241,2,5,High
26,9,93472,6,2,Medium
7,10,235320,1,1,Low
16,3,61346,4,3,Medium
32,23,111196,1,2,Low
34,4,238196,6,4,High
30,20,179014,9,4,High
52,17,150623,7,4,High
25,3,32016,7,3,Medium
32,7,37274,7,5,High
30,4,45748,9,1,Medium
37,22,41826,8,3,High
25,5,159288,0,2,Low
39,21,231081,0,2,Low
56,20,281054,9,4,High
38,24,202507,1,1,Low
45,20,236089,5,4,High
55,16,253023,0,2,Low
51,26,222949,4,2,Medium
22,10,99072,4,5,Medium
15,14,97309,3,5,Medium
27,23,190966,4,5,Medium
52,12,215639,0,4,Medium
26,25,65326,5,1,High
21,22,216131,6,5,Medium
9,19,297223,7,3,Medium
48,13,117340,1,5,High
15,4,197364,6,4,High
34,28,148192,5,1,Medium
19,28,281749,8,5,Medium
31,6,81818,7,1,Medium
39,3,43429,3,3,Medium
37,17,87748,8,2,Medium
24,15,78807,0,1,Low
20,10,299284,5,5,Medium
38,27,268161,7,4,High
6,6,229888,3,4,Medium
39,12,196052,1,4,Medium
44,21,256597,1,4,Medium
32,20,38078,9,1,High
51,7,121654,0,4,High
43,21,159101,4,2,Medium
10,28,46997,5,3,High
13,25,161940,3,1,Low
24,29,242650,3,1,Low
5,24,181633,4,4,Medium
12,18,64512,4,4,High
59,3,255226,8,1,Medium
27,14,238467,7,4,Medium
7,26,102144,8,4,High
8,4,203557,2,4,Medium
29,23,147363,2,4,Medium
51,27,231484,0,4,Medium
42,10,211675,9,5,High
19,20,182110,5,5,High
25,27,123542,3,5,Medium
39,18,196964,7,1,Medium
57,7,179068,1,3,Medium
57,28,235355,1,1,Low
50,24,146737,6,5,High
56,15,292968,4,1,Medium
18,21,270417,0,3,Low
40,5,147718,6,4,High
16,28,182755,6,2,Medium
21,10,237791,9,5,Medium
43,29,279120,5,5,High
13,28,284322,3,3,Low
39,28,239485,7,4,High
17,14,175711,1,4,Medium
19,4,100210,1,2,Low
22,13,99852,1,4,Medium
55,14,285139,2,3,Medium
37,20,39695,5,4,High
10,15,78582,0,3,Low
31,7,221707,1,5,Medium
27,24,158721,9,5,High
31,14,136683,1,5,Medium
38,4,293358,0,1,Low
50,7,74406,2,5,High
42,9,177049,9,3,High
18,28,265994,6,2,Low
40,28,217313,0,4,Medium
57,26,234573,6,5,High
12,14,236205,4,1,Low
39,18,90481,8,1,Medium
23,25,268084,1,3,Low
34,10,193249,0,2,Low
18,11,152196,8,5,High
24,17,67177,7,5,High
53,7,96126,9,1,High
29,15,56119,5,3,Medium
44,7,147744,4,1,Medium
28,13,146894,7,1,Medium
18,12,188987,7,2,Medium
30,22,74989,4,3,High
42,15,36553,6,2,Medium
27,11,47881,0,3,Low
26,23,31379,3,5,High
52,16,99306,1,4,High
23,20,273825,9,4,Medium
50,17,134512,2,3,High
55,12,129599,0,4,High
7,26,111397,1,1,Low
46,9,47769,0,5,High
23,10,208321,7,5,Medium
13,5,131584,3,4,Medium
32,17,163858,2,3,Medium
24,18,261609,0,1,Low
49,6,156525,1,3,Medium
11,23,66303,2,4,High
18,8,49589,2,5,Medium
13,3,295026,5,5,Medium
59,6,210394,9,3,High
23,13,159236,7,2,Medium
51,14,45861,5,3,High
56,28,121707,1,2,Medium
18,7,285043,1,3,Low
42,25,163909,6,2,Medium
57,23,84380,0,2,Medium
40,18,135025,0,2,Low
44,15,210903,6,2,Medium
21,15,250421,8,1,Low
34,19,274497,4,2,Low
13,29,190592,0,2,Low
37,9,74397,4,5,High
56,10,188795,0,1,Medium
29,15,63800,9,2,Medium
18,25,188502,8,4,High
15,29,229548,3,1,Low
57,18,287653,8,5,High
39,6,82284,1,3,Medium
45,10,86232,6,5,High
18,18,74420,1,5,High
34,23,122035,3,1,Medium
45,12,227241,5,1,Medium
8,27,223529,1,4,Low
8,14,279863,1,4,Low
32,14,55968,1,1,Low
12,28,92508,2,1,Low
6,7,265863,4,1,Low
45,18,224292,8,3,Medium
50,3,115366,5,5,High
26,11,35738,8,4,High
45,14,33098,9,4,High
59,7,125424,4,2,Medium
20,24,234705,5,3,Medium
33,22,108672,9,1,Medium
53,24,169325,7,1,High
52,26,155349,2,3,High
34,5,80969,1,4,Medium
16,7,120744,2,1,Low
39,4,231495,8,2,Medium
15,16,147286,5,4,High
50,4,105028,9,5,High
54,15,68575,3,3,High
25,9,33192,9,4,High
25,12,141116,2,5,Medium
9,15,111311,1,2,Low
52,18,110781,3,3,High
24,28,66527,8,1,High
41,16,82181,3,1,Medium
7,13,121472,4,5,Medium
48,12,111219,7,4,High
37,8,149783,1,2,Low
57,6,191554,2,5,High
13,23,209300,5,2,Low
13,3,113265,6,2,Medium
8,9,80126,3,2,Low
39,26,85114,0,3,Medium
21,11,236422,6,5,Medium
38,10,218873,8,3,Medium
28,7,151284,0,4,Medium
36,21,224469,0,4,Medium
5,12,172290,0,1,Low
12,13,118241,9,1,Medium
49,27,212615,6,1,Medium
27,17,60921,8,4,High
51,8,191686,2,2,Medium
44,17,222261,7,2,Medium
16,7,47601,8,5,High
58,21,123332,2,4,High
16,24,232615,2,1,Low
50,21,265572,0,4,Medium
51,12,160439,1,2,Medium
19,14,269691,6,2,Low
45,24,149277,2,3,Medium
23,6,172857,6,3,Medium
30,20,70910,4,5,High
56,18,200100,9,4,High
33,10,185927,7,3,High
26,6,34841,4,3,Medium
44,27,127204,2,4,High
25,25,90155,8,2,Medium
55,14,289589,6,5,High
42,4,291140,4,5,Medium
24,6,178515,6,5,High
33,7,162994,9,3,High
55,5,173063,8,2,High
8,11,134405,4,5,Medium
59,23,83744,6,4,High
11,20,32473,8,5,High
32,13,169180,0,1,Low
32,5,58715,3,2,Medium
8,27,274826,0,1,Low
26,25,283856,7,2,Low
16,4,269419,2,4,Medium
49,11,282508,1,3,Medium
7,16,194434,3,3,Medium
26,6,84604,2,2,Low
48,11,34889,4,5,High
6,15,250629,7,1,Low
28,20,80551,9,4,High
38,17,164273,7,5,High
31,12,267230,6,3,Medium
59,18,266139,7,5,High
45,14,138957,4,1,Medium
5,22,119882,9,3,Medium
12,7,240323,9,2,Low
27,4,297825,5,4,Medium
42,12,131982,7,4,High
10,3,76870,0,3,Low
26,9,243328,5,2,Low
29,28,189224,5,1,Medium
22,19,80061,4,4,Medium
21,18,218691,3,3,Low
16,29,88235,0,4,Medium
10,29,120073,9,2,Medium
30,26,41217,7,1,High
31,5,222386,5,2,Medium
12,16,293552,2,5,Medium
23,12,72903,2,2,Low
46,24,245280,5,2,Medium
5,9,137042,6,4,High
33,28,273725,7,2,Medium
49,19,162290,4,3,High
53,8,211644,9,4,High
39,25,139268,5,4,High
44,24,60105,0,5,High
18,6,99634,5,3,Medium
39,19,168691,8,2,Medium
52,29,48226,9,5,High
49,11,55322,3,3,High
24,6,197284,9,5,High
53,9,124835,0,1,Medium
17,25,285027,8,2,Low
42,4,103079,3,5,High
53,19,53946,1,1,High
50,26,192812,0,2,Medium
53,10,37253,2,5,High
12,25,109311,6,5,High
47,17,97593,9,5,High
24,17,179485,1,5,Medium
37,10,256833,8,4,High
30,18,68485,1,5,High
43,21,229304,4,4,Medium
25,13,38831,7,4,High
57,4,35004,9,1,High
53,25,67170,7,2,High
46,26,73555,2,4,High
47,19,148115,1,3,Medium
58,28,208475,8,4,High
45,18,237132,2,3,Medium
13,27,93471,7,1,Medium
28,17,87287,1,3,Low
41,15,146475,2,1,Medium
53,17,80151,0,1,Medium
45,29,97384,5,1,Medium
21,6,63541,6,3,Medium
28,18,102847,3,3,Medium
25,14,248171,0,1,Low
55,6,241811,2,1,Medium
43,5,243739,8,2,Medium
59,24,197813,4,1,Medium
45,19,129919,5,5,High
43,24,246746,3,2,Low
17,20,224020,0,2,Low
15,27,91768,4,2,Low
50,20,73262,4,5,High
23,25,50605,4,2,Medium
15,19,108590,5,2,Medium
17,14,109397,1,3,Low
